symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"Alexander","2FqXZ4rZkwTMt3xhA6xWkWYCUd8kbh9Cpp4wr5ntpump","72","10","","","","","","","","","","","","","","","","","0.000004355","","","","","","0.000002259","2026-07-09T09:19:25.812Z","","","","","2026-07-09T09:21:18.901Z",""
"Shelter","D2DtyW8znMjZ4wXRCBV2Dd5Dzqv3Xsnmd25V5qG8pump","76","0.05","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-09T09:20:20.840Z","","","","","",""
"Shelter","FkmQMJUr6fZGzdMXSWtqzhdGULB2xHRvKSagGtZ6pump","56","2.962962961","","","","","","","","","","","","","","","","","0.000004949","","","","","","","2026-07-09T09:20:21.904Z","","","","","",""
"at","4qReQ8D2GLfTuYtZLbE7sM5p8o7rB4QrhfLhi6YTpump","60","8.000000001","","","","","","","0","0","0","960","","","","","","","0.000003103","0.000003103","","","","","","2026-07-09T09:22:19.846Z","2026-07-09T09:25:18.945Z","","","","",""
"Leandro","8izQA2DgBVDAKgMmg92Ai2Jq8ng2Wot6qqJZy8vpump","58","5","","","","","","","","","","","","","","","","","0.000002221","","","","","","","2026-07-09T09:24:20.870Z","","","","","",""
"at","ELQUozkyexFzoTZ5geLaFrFEMW3QWPF3M2HhJasxpump","","","","","","","","","","","","","","","","","","","","","","","","","3.611e-7","","","","","","2026-07-09T09:24:21.812Z",""
"DIP","ATGma8ZTp4WTiXhGhaW3dT8oF9kTZ2BfcyPVcna9139g","63","3","","","","","","","","","","","","","","","","","0.00001161","","","","","","","2026-07-09T09:26:20.802Z","","","","","",""
"Harper","8vmV1j2mSvYiH7FG2dMkK91PsEB3m3Agf2q7o1RCpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000003799","","","","","","2026-07-09T09:26:21.905Z",""
"piss","Fe2r9N5ZVPgoVnihjMYubSrwagpDBQkkkzgb5ZQNpump","66","0.05","","","","","","","","","","","","","","","","","0.000002179","","","","","","","2026-07-09T09:27:22.793Z","","","","","",""
"at","5egHifPAHoyNNgJjqqTXKe3Q8bnkbjGKckRDXZcNpump","60","8.000000001","","","","","","","","","","","","","","","","","0.000003159","","","","","","","2026-07-09T09:27:23.898Z","","","","","",""
"at","7KHMEmBiwQ2A2v89FUePfwJLaM5VjKDNq9L9VwGhpump","","","","","","","","","","","","","","","","","","","","","","","","","1.964e-7","","","","","","2026-07-09T09:27:24.802Z",""
"ANSEMJAK","38QSHDfJyhrYjnsRMmTFjT6SBsnC6r2d87HokmDdpump","89","14.814814813","","","","","","","","","","","","","","","","","0.000006167","","","","","","0.000002197","2026-07-09T09:27:25.888Z","","","","","2026-07-09T09:30:18.974Z",""
"grath","CfE911g7U7gH1mW7k6ZcUL2KVUQiqt6ArVyhXmkppump","","","","","","","","","","","","","","","","","","","","","","","","","8.631e-8","","","","","","2026-07-09T09:28:21.834Z",""
"at","4WiPoPgybTWoCzZvx5jxeu1z4mMWQWhkqUYcoq5ppump","","","","","","","","","","","","","","","","","","","","","","","","","2.192e-7","","","","","","2026-07-09T09:28:22.787Z",""
"LostRelics","M2dcAfcvGzyWT1eF1H3XeKv6drBfZajrQWTNbidpump","55","1.382716048","","","","","","","","","","","","","","","","","0.00000242","","","","","","","2026-07-09T09:28:23.810Z","","","","","",""
"GBB","GxJfJFN2gdVa7io3gtJnvXCCXbeht41qQcJgLTXipump","99","0.250000001","","","","","","","","","","","","","","","","","0.000002242","","","","","","2.485e-7","2026-07-09T09:29:19.982Z","","","","","2026-07-09T09:31:19.002Z",""
"Kanavi","56hSejjQ3faV1pYgUVQYE9qDkK3bifvV7x2qW6ikpump","57","5","","","","","","","","","","","","","","","","","0.000002225","","","","","","","2026-07-09T09:30:20.878Z","","","","","",""
"at","ytBCTVZbZmbD6DS4dvUgjQgUanKPbuW6R1pj8jEpump","62","9.000000001","","","","","","","","","","","","","","","","","0.000003069","","","","","","","2026-07-09T09:30:21.886Z","","","","","",""
"grath","7g7GXfUg5JyjRCjCBq1HNG374q6Bj7BqjUs4STQXpump","","","","","","","","","","","","","","","","","","","","","","","","","2.032e-8","","","","","","2026-07-09T09:31:22.705Z",""
"QUANTKID","Lx41BsgabGRgnUNBtXdcVVMbt3WGNB6kFoXxn25pump","100","0.296296295","","","","","","","","","","","","","","","","","0.000003117","","","","","","0.000001205","2026-07-09T09:32:20.856Z","","","","","2026-07-09T09:33:19.032Z",""
"goldenbull","DddME2DBU9yXitiiSCXw9JhK1A3HRqHpX3meCbtYpump","61","1.97530864","","","","","","","","","","","","","","","","","0.00001136","","","","","","","2026-07-09T09:32:21.783Z","","","","","",""
"grath","3gvPveX784seEurFjmejd4kBJMxoTDXtzo6CMgPcpump","","","","","","","","","","","","","","","","","","","","","","","","","3.848e-8","","","","","","2026-07-09T09:33:20.827Z",""
"at","C9CKmCMisD4vzVQPooe8hMcLxn4eE1nLLQ24haN3pump","","","","","","","","","","","","","","","","","","","","","","","","","3.424e-7","","","","","","2026-07-09T09:33:21.796Z",""
"Harper","22dBxTbgVKg8ahbk6NaP7Ki2si6YG5mfW2nVf5kzpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000003184","","","","","","2026-07-09T09:34:21.559Z",""
"Harper","E1xQYhBkfXAQ9M5mq7snzhs2Q7Ghdru7GyKsrgM5pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001622","","","","","","2026-07-09T09:34:21.764Z",""
"ANSEMJAK","2CAB4hsqs6L9EsR3ZFwYsh5puqhqrmzqG7kQk3gvpump","87","14.814814813","","","","","","","","","","","","","","","","","0.000006359","","","","","","","2026-07-09T09:34:23.025Z","","","","","",""
"grath","FDXy8Q6J9M2JLRkPF2Z7eSNvTg854DRw8JbK2sx6pump","","","","","","","","","","","","","","","","","","","","","","","","","4.601e-8","","","","","","2026-07-09T09:35:20.791Z",""
"BULLY","6FtgfwULQnxBeg4eQt9eashUNG13uwtFkToE5Pm3pump","","","","","","","","","","","","","","","","","","","","","","","","","1.79e-7","","","","","","2026-07-09T09:36:19.809Z",""
"MEYHEM","GNUJpV6DzsQ6fZYDBgLsaJgBbFHkkZ8XyMSpNGqpump","","","","","","","","","","","","","","","","","","","","","","","","","3.978e-7","","","","","","2026-07-09T09:37:20.782Z",""
"grath","3vrCQME4RoXCJEq4F6kwcodGJhHyPPCFVsuApGJipump","72","4.938271603","","","","","","","","","","","","","","","","","0.00001521","","","","","","","2026-07-09T09:37:21.795Z","","","","","",""
"Astro dogs","3Sk3osV7ghccUwpaZeV7uPYkEuR2ywe9NMZbrT8Npump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002443","","","","","","2026-07-09T09:38:21.911Z",""
"HEHE","EkSdfp9vwzdprNvvwXjvitwPnGdJbcMhotJTqXjnpump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002608","","","","","","","2026-07-09T09:38:22.843Z","","","","","",""
"KIPPAH","9NfSPsW5bGbUBGKQQqRR1tsBFytFCHRbdXaDXSdkpump","88","6.25185185","","","","","","","","","","","","","","","","","0.000003561","","","","","","","2026-07-09T09:38:23.789Z","","","","","",""
"LENGO","9Gsfedn6ERZRhUW7bvQiBrxKV2RfuyYeKigDoyHYpump","","","","","","","","","","","","","","","","","","","","","","","","","6.004e-7","","","","","","2026-07-09T09:39:20.785Z",""
"SPOT","kSGj85xkdwwuN9bY1r5Q1RkkeDCAWPysVUt6JVn7xsd","60","4","","","","","","","","","","","","","","","","","0.000007254","","","","","","","2026-07-09T09:39:21.948Z","","","","","",""
"grath","4MC1hveXxkgzFkb1r7KbgH5BbqU4MQHYiwxcPLHPpump","","","","","","","","","","","","","","","","","","","","","","","","","4.794e-7","","","","","","2026-07-09T09:40:21.853Z",""
"HOODWORK","7ZRHqMVfpqJsAExVzAm3qCK32HioWzftwfTPcfqpump","58","1.629629628","","","","","","","","","","","","","","","","","0.000003068","","","","","","","2026-07-09T09:40:22.776Z","","","","","",""
"at","8Rxv4bN8Up9RFSCRsT7RU8qCko9YXhbkwHS2HLoEpump","","","","","","","","","","","","","","","","","","","","","","","","","4.427e-7","","","","","","2026-07-09T09:40:23.802Z",""
"BANANA","9h2e8JWJtamkcsDSqJkbBKfQR25xSaYRcoRWsT9Qpump","58","0.050084894","","","","","","","","","","","","","","","","","0.00003102","","","","","","","2026-07-09T09:41:19.842Z","","","","","",""
"Harper","AnLvFGgBntHa4GxA5tdsmDektCTSjeHPs7bjE9WWpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002211","","","","","","2026-07-09T09:42:22.800Z",""
"TRASHCAT","8E8Ke5NZydVow6eEJVGAdHQSL6fu6fq5xkXir3aYpump","","","","","","","","","","","","","","","","","","","","","","","","","5.549e-7","","","","","","2026-07-09T09:42:23.916Z",""
"at","CTELAX4bpA5WRCSCtMmQRcByvf3NXz4DvTUthCw5pump","86","35.000000001","","","","","","","","","","","","","","","","","0.00002133","","","","","","8.311e-7","2026-07-09T09:42:24.789Z","","","","","2026-07-09T09:44:18.876Z",""
"FRY","EURTXqfwJv2Vg3mkTxoHNbxQAtEoSb4LzdGXBzKGpump","64","2.370370368","","","","","","","","","","","","","","","","","0.000002189","","","","","","","2026-07-09T09:43:22.792Z","","","","","",""
"gasmask","GgjZ2Rvnr4GvBeEZuqC4zifqGKZANFdbyU7pkkbMpump","70","3","","","","","","","","","","","","","","","","","0.00001249","","","","","","","2026-07-09T09:43:23.836Z","","","","","",""
"gasmask","4YMHB69XVfTbsKPwDGVhchyuATtgbpSWK4Y2qDkKbhJH","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","2026-07-09T09:43:24.883Z",""
"grath","FgoL7GShbKE7uTuP8hNSM5yDfVoYu4VryMuwfXW1pump","","","","","","","","","","","","","","","","","","","","","","","","","2.154e-7","","","","","","2026-07-09T09:43:25.788Z",""
"PUMP","HPXCJNGnWCf5D36Y1Q29BXArkJhkRw7xcap7g8ynpump","","","","","","","","","","","","","","","","","","","","","","","","","7.335e-7","","","","","","2026-07-09T09:45:23.778Z",""
"at","DcSg5m8LuZnp17VYUYDyTH68LWicSEt6Pa3BA88pump","","","","","","","","","","","","","","","","","","","","","","","","","2.729e-7","","","","","","2026-07-09T09:45:24.856Z",""
"SOLK","GFZVCWYMr7Bd2aokA66ytH1KZ2n8BgdH9DcpXn9Vpump","58","1.679012344","","","","","","","","","","","","","","","","","0.000002192","","","","","","","2026-07-09T09:45:25.813Z","","","","","",""
"CHADLER","7RkiGVcVFkyjCRccVQpP2uPhLTdBqyHYTGk1MHZ9pump","58","0.050084894","","","","","","","","","","","","","","","","","0.000002379","","","","","","","2026-07-09T09:45:26.804Z","","","","","",""
"PATRIOTS","D3ardBoTmeED51LnUXQqMcsmQdPxxLBqbnU4ANgCpump","98","14.814814813","","","","","","","","","","","","","","","","","0.000004289","","","","","","","2026-07-09T09:46:23.841Z","","","","","",""
"at","2SUNnDpTV5uHKr51cQ1xx5Qu4FBzfDCTT5vDsJqUpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001807","","","","","","2026-07-09T09:46:24.848Z",""
"KILL SAD","7hnSrXpDEL6XVDUQbGJT7TkQcbQLGuwoNrQWCMHdpump","","","","","","","","","","","","","","","","","","","","","","","","","4.067e-7","","","","","","2026-07-09T09:47:22.801Z",""
"at","6jgEGNtcZ3JEwaL7XfQpL2Hj3sp3FbijjA4KchRbpump","","","","","","","","","","","","","","","","","","","","","","","","","4.821e-7","","","","","","2026-07-09T09:47:23.816Z",""
"ANSEMJAK","HnJoiYzGBtp8jTLnRVQM8sfTkYBmWHbirSJ7NsM3pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002205","","","","","","2026-07-09T09:47:24.812Z",""
"grath","Dd5Wbotn5bNcFbiKoRVDR2m53NaCgrXd66vsNucCpump","","","","","","","","","","","","","","","","","","","","","","","","","7.165e-7","","","","","","2026-07-09T09:47:25.832Z",""
"Cash","ERGWJX8gXRhzXryeUGC1VgsBGAzPyjHSuQrx2tFcEhuY","65","4","","","","","","","","","","","","","","","","","0.000002192","","","","","","","2026-07-09T09:48:20.882Z","","","","","",""
"grath","GvhLEjyKpm6JDbLuj6Aru1niFhkdH23rDufW3ScVpump","","","","","","","","","","","","","","","","","","","","","","","","","3.088e-8","","","","","","2026-07-09T09:48:21.789Z",""
"grath","5WgEQnu1PegoU6e4HWi3fd4HGmfuKKA39f7jwt2Tpump","","","","","","","","","","","","","","","","","","","","","","","","","1.184e-7","","","","","","2026-07-09T09:49:20.804Z",""
"ANSEMJAK","BSuJjVi3dfASdSsJhzAvYLhDG7kqjGXAhZ9YoEYYpump","85","14.814814813","","","","","","","","","","","","","","","","","0.000005852","","","","","","","2026-07-09T09:49:21.842Z","","","","","",""
"CASHCAT","HxFWGg8yDUhLMaMboFp2HV7KyLxtaJYd61CwRHr5pump","","","","","","","","","","","","","","","","","","","","","","","","","1.022e-7","","","","","","2026-07-09T09:50:21.775Z",""
"Hedgy","BDHZpm1srXi4TH4WwyLtjXeALiesZSTEKC3MevANpump","55","2.962962961","","","","","","","","","","","","","","","","","0.000002265","","","","","","","2026-07-09T09:50:22.797Z","","","","","",""
"SHARK","82m6ycLdSE3JhFK4YfVtpSXRUggp7q5Y6QBJXc43pump","55","1.362962961","","","","","","","","","","","","","","","","","0.000002179","","","","","","","2026-07-09T09:50:23.844Z","","","","","",""
"RIGHT","E4JCS15EsQDZ4yvFBaRo7y2sQkSqi3R9DAiMHjXPpump","57","0.250000001","","","","","","","","","","","","","","","","","0.000001429","","","","","","2.767e-7","2026-07-09T09:51:20.792Z","","","","","2026-07-09T09:52:18.862Z",""
"TEXE","6vTypN9nTFYzpobqWZLjb2FnNoD9UzuEPw8TL8Lmpump","61","1.98148148","","","","","","","","","","","","","","","","","0.00000218","","","","","","","2026-07-09T09:51:21.783Z","","","","","",""
"grath","HqzN2aUawuPRbWnnNLNfbKVZx1Pxut8vJktFBMGApump","","","","","","","","","","","","","","","","","","","","","","","","","8.408e-8","","","","","","2026-07-09T09:52:19.803Z",""
"LUCIE","ASzCKrqGBBLmS2HVhSw7QeMzQk7ZK25RRYBmuJW7pump","67","3","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-09T09:54:20.817Z","","","","","",""
"sunglasses","7dNKSb7saFuUX4Hy1kRfP4T8KAJbspZ1iFsyc2U6pump","77","3","","","","","","","","","","","","","","","","","0.000007624","","","","","","","2026-07-09T09:54:21.772Z","","","","","",""
"grath","2vwhJ6GzdQv2SvXD22Hh9Adqi1yixC3KBWXwSAadpump","","","","","","","","","","","","","","","","","","","","","","","","","3.357e-7","","","","","","2026-07-09T09:56:20.785Z",""
"LUCIE","7Tw3TKjUTNgjwBKHyAtZRVz7Dm9fjRy97Vk6psYgpump","58","1.481481479","","","","","","","","","","","","","","","","","0.000002184","","","","","","","2026-07-09T09:58:21.879Z","","","","","",""
"Grey","cRui83MZuexqh37Vjhgk2yaYX3Z58DwejSvJk1Dpump","63","3","","","","","","","","","","","","","","","","","0.000002286","","","","","","","2026-07-09T09:58:22.984Z","","","","","",""
"PNF","Dt7wvXfSzzYJhBprxjXLkcWCQm5HJ8UTfjRYvRqopump","97","0.019753085","","","","","","","","","","","","","","","","","0.000002198","","","","","","","2026-07-09T09:58:23.795Z","","","","","",""
"chick","E53CzUhuvmgJ6HmcyJ4jBEG26HycVHJS5fs2Kwp3pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001025","","","","","","2026-07-09T09:59:21.809Z",""
"at","59zPaMHLm9wgYb6aDY2Hjbqirxwn7F6xo5SUdvBSpump","","","","","","","","","","","","","","","","","","","","","","","","","3.841e-7","","","","","","2026-07-09T09:59:22.787Z",""
"BRB","FdzgjHdSyirMAnFhTNn9oZiQ8dAuEY7xEsk5K13pump","64","2.500000001","","","","","","","","","","","","","","","","","0.000002988","","","","","","","2026-07-09T09:59:23.862Z","","","","","",""
"ANSEMJAK","ThzXLDwvnmyMEYsFqYzWMX5tb4WcP5jSnQ5gHsEpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002208","","","","","","2026-07-09T10:00:20.839Z",""
"at","8UJ5WZCpGzmVp66E6myZMd87WdK2S2bBPmqAXUKGpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001704","","","","","","2026-07-09T10:00:21.835Z",""
"$GULL","DPhH19gebzoxhmvz48PV1zzd3YuACwWh9W8xdYVqpump","61","1.97530864","","","","","","","","","","","","","","","","","0.00000244","","","","","","","2026-07-09T10:01:22.780Z","","","","","",""
"Taro","4DNwXreNq49pzEp4hGGUBFdCJn7gXNm1G81RrJhPdKws","60","3","","","","","","","","","","","","","","","","","0.000002285","","","","","","","2026-07-09T10:01:24.009Z","","","","","",""
"$Bsun","9fQZ99qGSijXdQbi9h6ZC7fqBdca6EWqWAMDcN6Lpump","96","0.060000001","","","","","","","","","","","","","","","","","0.00001192","","","","","","","2026-07-09T10:01:24.221Z","","","","","",""
"at","6qFkgYLevbxLpDwsz35y1CJdV5yCXynwMR99Z6AYpump","60","8.000000001","","","","","","","","","","","","","","","","","0.000003449","","","","","","","2026-07-09T10:01:24.839Z","","","","","",""
"FBI","4aX5nXXzFfy4jPJpNJ5Dy7jMKsu9zdU2DXM8ci9Apump","89","1.5","","","","","","","","","","","","","","","","","0.000002184","","","","","","","2026-07-09T10:02:22.791Z","","","","","",""
"re","Ane1YJLPWKRsQspf8ErpWj4NCqRXfpEYfJT2TXoXpump","","","","","","","","","","","","","","","","","","","","","","","","","8.348e-7","","","","","","2026-07-09T10:02:23.831Z",""
"ANSEMJAK","Ahv4U864XyH2PxquRyj4b5qkbpKvdCJvNufFzZ1Wpump","","","","","","","","","","","","","","","","","","","","","","","","","0.0000022","","","","","","2026-07-09T10:02:24.787Z",""
"tu","DheLtmZC5J6EZnULgziVwL3HWbiZpvwwFGPdfMj7pump","","","","","","","","","","","","","","","","","","","","","","","","","8.852e-7","","","","","","2026-07-09T10:03:22.825Z",""
"OPOS","CBxGh8une14CGJJaLmwACwtVpw6xVyawRUGwzdgjbonk","57","2.9625","","","","","","","","","","","","","","","","","0.000003988","","","","","","","2026-07-09T10:03:23.866Z","","","","","",""
"Mintlane","FKchWLco1aDX48nvaD74fPNQNTHpaCkNQFTHK4appump","57","1.560493826","","","","","","","","","","","","","","","","","0.000002417","","","","","","","2026-07-09T10:03:24.783Z","","","","","",""
"grath","5AYdgr8iytVizGG3C5TAQrDcPXN18mFnruY4w8pKpump","","","","","","","","","","","","","","","","","","","","","","","","","1.094e-7","","","","","","2026-07-09T10:03:25.779Z",""
"Cat","4FyYJF79rA7R9DmniRVn6oPGF89b9J1LAbYUV8rhpump","60","2.5","","","","","","","","","","","","","","","","","0.000002286","","","","","","","2026-07-09T10:04:22.790Z","","","","","",""
"33","2xVQdXaKaxCcCxvNR35z8mMUWELFw8vyDFbA8RAdpump","","","","","","","","","","","","","","","","","","","","","","","","","7.49e-7","","","","","","2026-07-09T10:04:23.769Z",""
"ANSEMJAK","DhgH3Qqt2tMt7zhtGy6R6QRXcG6zvVUopkh129Bepump","82","14.814814813","","","","","","","","","","","","","","","","","0.000006187","","","","","","0.000002249","2026-07-09T10:04:25.825Z","","","","","2026-07-09T10:06:18.872Z",""
"at","CpZYsx8xkcvBg2UcMynEq7yvBKLEGFVfoTHYEqsBpump","62","9.000000001","","","","","","","","","","","","","","","","","0.000007552","","","","","","0.000002159","2026-07-09T10:04:26.774Z","","","","","2026-07-09T10:06:18.899Z",""
"Cal","5kGLCmwbrUccmub8by4K6T1iPMLABJb5tQkEdDH3pump","99","9.876543208","","","","","","","","","","","","","","","","","0.000008632","","","","","","","2026-07-09T10:05:21.803Z","","","","","",""
"BRAINDEAD","3UGTyhQQEZJ3tXbBmvUfBCLbaqu4YJz9jeUtx8YPpump","","","","","","","","","","","","","","","","","","","","","","","","","6.571e-7","","","","","","2026-07-09T10:05:22.780Z",""
"6","DDL9NmunyxDXp6kcMY7W1fkkTCLZ3bLC4PgE1cL117BK","72","4","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-09T10:05:23.770Z","","","","","",""
"at","HNG6nJ8CG5oGNJU1Ko1spRHPEKYQFFyYNZHoDm9cpump","","","","","","","","","","","","","","","","","","","","","","","","","3.039e-7","","","","","","2026-07-09T10:06:19.770Z",""
"VIGYL","Hw78rmaotDWyYFJbVwP6dCwmPpngGGvm5hYCYQ5wpump","59","1.776900297","","","","","","","","","","","","","","","","","0.000002197","","","","","","","2026-07-09T10:07:21.903Z","","","","","",""
"BITTO","HeEHk4wqkLFzWasZpXghwUJzzcw11ZyxWvAxhpBCpump","55","2.962962961","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-09T10:07:22.914Z","","","","","",""
"at","D1eiuzPZhttcxGsCMEtiowuJvGy1UW3HSpjmT1Jqpump","","","","","","","","","","","","","","","","","","","","","","","","","4.494e-7","","","","","","2026-07-09T10:07:23.772Z",""
"ENZO","591LMzSMH6DqiEo7HHK3ZjAaDU2CzTgvwCxRwVabpump","","","","","","","","","","","","","","","","","","","","","","","","","1.082e-7","","","","","","2026-07-09T10:08:20.779Z",""
"WIFGASMASK","3o1eLpKtR9vBkKALm1tjPuD3U7MKWMoLEPP8yHzppump","57","1.580246912","","","","","","","","","","","","","","","","","0.000003152","","","","","","","2026-07-09T10:08:21.857Z","","","","","",""
"Ascend","7cGWY89qDXT2xx1RfweuRoz3r2FUtarZQ2jGsEUApump","57","2.5","","","","","","","","","","","","","","","","","0.000002351","","","","","","0.000002187","2026-07-09T10:09:22.781Z","","","","","2026-07-09T10:13:18.829Z",""
"$Bsun","GMraatg22W2AAD2qjgs7Fbz8yheqbVmfd8ZHeLAfpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001298","","","","","","2026-07-09T10:09:23.774Z",""
"NEVERMEOW","ADw22wSTM3miwHeunw4vjM2s5wg4Tu1Jkp9KcNA4pump","100","0.127387523","","","","","","","","","","","","","","","","","0.000002275","","","","","","0.000002188","2026-07-09T10:09:24.762Z","","","","","2026-07-09T10:13:18.888Z",""
"ANSEMJAK","9D85dnQokAK2nsy3TLxrjZAhu9fsGpHuiuYmis8vpump","82","14.814814813","","","","","","","","","","","","","","","","","0.000005762","","","","","","0.00000223","2026-07-09T10:09:25.775Z","","","","","2026-07-09T10:11:18.919Z",""
"SCTF","Af48vwREMKXXHJEJdNb7SERin1ve2myVtDym65qupump","57","0.250000001","","","","","","","","","","","","","","","","","0.00002375","","","","","","1.155e-7","2026-07-09T10:10:20.842Z","","","","","2026-07-09T10:13:18.857Z",""
"ii","6JvXF9xHbAs1UsBwTaWRE5oEqH9zAbFhQDLcPKMBpump","","","","","","","","","","","","","","","","","","","","","","","","","3.831e-7","","","","","","2026-07-09T10:10:21.791Z",""
"Ferret","5fv7fPaGtpa3txuLy9spxDUxrWQakB7MDHhuNBMX7jTn","72","4","","","","","","","","","","","","","","","","","0.000002215","","","","","","","2026-07-09T10:13:19.922Z","","","","","",""
"ENZO","7rGnyvwabKYpE2o2uwz6WQMuF6z8c1mYutD3rS4vpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001091","","","","","","2026-07-09T10:14:21.810Z",""
"Dhurbe","8EFn5pRZ3ryrdS5vhsTcC5RyFxFngV4SnQzRLqVvpump","60","3","","","","","","","","","","","","","","","","","0.000002292","","","","","","","2026-07-09T10:14:22.833Z","","","","","",""
"RIVAL","3pofbbKtBh4T4UyBfuppTqa1StZenVPt7Z3L36TUpump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002198","","","","","","","2026-07-09T10:14:23.771Z","","","","","",""
